# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1000
# for k=1.05469e-05 to 226.999 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.436403183977e+00      -1.077302387983e+00      -1.077302387983e+00      -1.043508375135e-01      -1.436403183977e+00      -1.158905640842e+00       6.408994126863e-01       5.960296799421e-01       4.023842962704e-09       4.023843139765e-09       4.023843898153e-09       4.023843898153e-09       4.023841605759e-09       4.023843394094e-09 
       1.104391044557e-05      -1.436403286506e+00      -1.077302464879e+00      -1.077302464879e+00      -1.043508398455e-01      -1.436403286506e+00      -1.158905723563e+00       6.408994071872e-01       5.960296761119e-01       4.412055950077e-09       4.412056165607e-09       4.412057081650e-09       4.412057081650e-09       4.412054317802e-09       4.412056473117e-09 
       1.156439390968e-05      -1.436403398926e+00      -1.077302549195e+00      -1.077302549195e+00      -1.043508424025e-01      -1.436403398926e+00      -1.158905814265e+00       6.408994011576e-01       5.960296719122e-01       4.837723001267e-09       4.837723263301e-09       4.837724369299e-09       4.837724369299e-09       4.837721037888e-09       4.837723634916e-09 
       1.210940700373e-05      -1.436403522193e+00      -1.077302641645e+00      -1.077302641645e+00      -1.043508452062e-01      -1.436403522193e+00      -1.158905913718e+00       6.408993945463e-01       5.960296673073e-01       5.304457611746e-09       5.304457929972e-09       5.304459264796e-09       5.304459264796e-09       5.304455250200e-09       5.304458378843e-09 
       1.268010577357e-05      -1.436403657353e+00      -1.077302743015e+00      -1.077302743015e+00      -1.043508482804e-01      -1.436403657353e+00      -1.158906022767e+00       6.408993872969e-01       5.960296622589e-01       5.816221899496e-09       5.816222285588e-09       5.816223896014e-09       5.816223896014e-09       5.816219059148e-09       5.816222827541e-09 
       1.327770074781e-05      -1.436403805553e+00      -1.077302854165e+00      -1.077302854165e+00      -1.043508516512e-01      -1.436403805552e+00      -1.158906142336e+00       6.408993793482e-01       5.960296567230e-01       6.377360239262e-09       6.377360707284e-09       6.377362649600e-09       6.377362649600e-09       6.377356823157e-09       6.377361361369e-09 
       1.390345950551e-05      -1.436403968050e+00      -1.077302976037e+00      -1.077302976038e+00      -1.043508553471e-01      -1.436403968049e+00      -1.158906273441e+00       6.408993706327e-01       5.960296506525e-01       6.992636141759e-09       6.992636708652e-09       6.992639050582e-09       6.992639050582e-09       6.992632033319e-09       6.992637497791e-09 
       1.455870936489e-05      -1.436404146225e+00      -1.077303109668e+00      -1.077303109669e+00      -1.043508593997e-01      -1.436404146224e+00      -1.158906417194e+00       6.408993610764e-01       5.960296439964e-01       7.667272690849e-09       7.667273377018e-09       7.667276200040e-09       7.667276200040e-09       7.667267749908e-09       7.667274328793e-09 
       1.524484019875e-05      -1.436404341589e+00      -1.077303256192e+00      -1.077303256192e+00      -1.043508638432e-01      -1.436404341588e+00      -1.158906574816e+00       6.408993505981e-01       5.960296366982e-01       8.406996881974e-09       8.406997711989e-09       8.407001114125e-09       8.407001114125e-09       8.406990940001e-09       8.406998859589e-09 
       1.596330738259e-05      -1.436404555802e+00      -1.077303416852e+00      -1.077303416852e+00      -1.043508687155e-01      -1.436404555801e+00      -1.158906747646e+00       6.408993391089e-01       5.960296286958e-01       9.218088238205e-09       9.218089241649e-09       9.218093340816e-09       9.218093340816e-09       9.218081092566e-09       9.218090625000e-09 
